     0.000 D | <> Log initialized.
    23.192 D | Downloading  "https://resources.download.minecraft.net/6b/6beda54a8559a32ef478c45e584c229bf196ca9e"
    23.231 D | Download succeeded: "https://resources.download.minecraft.net/3d/3dac66ea4a25ea3553b13d51603d2767e1eb7a41"
    23.233 D | Download succeeded: "https://resources.download.minecraft.net/39/39c7ff87060cb39186488850886e9d2e68a31a26"
    23.234 D | Download succeeded: "https://resources.download.minecraft.net/51/511d6f0a49cfeb40ed90b473147534a5402054c7"
    23.235 D | Task "Net::Download(0x24f4409b550)" starting for the first time
    23.235 D | Downloading  "https://resources.download.minecraft.net/01/0156e36974e29237c045e77040088235f47e1841"
    23.235 D | Task "Net::Download(0x24f4409bb50)" starting for the first time
    23.236 D | Downloading  "https://resources.download.minecraft.net/c4/c42af893599924143daadf04970260a43696587c"
    23.236 D | Task "Net::Download(0x24f4409b490)" starting for the first time
    23.236 D | Downloading  "https://resources.download.minecraft.net/bf/bf1996432349951e1638a9a5fb4fc05ba9619623"
    23.249 D | Download succeeded: "https://resources.download.minecraft.net/ba/ba14427ced6e424f8605e4e3d5945ce036ebc24d"
    23.250 D | Download succeeded: "https://resources.download.minecraft.net/6b/6beda54a8559a32ef478c45e584c229bf196ca9e"
    23.250 D | Task "Net::Download(0x24f4409ba90)" starting for the first time
    23.251 D | Downloading  "https://resources.download.minecraft.net/ba/bac81fd5619f4923074b0b08bb04372f98a29523"
    23.251 D | Task "Net::Download(0x24f4409b610)" starting for the first time
    23.251 D | Downloading  "https://resources.download.minecraft.net/17/178c8aaaaef5b7a15ce31bd6379321dcc8cf9042"
    23.257 D | Download succeeded: "https://resources.download.minecraft.net/a6/a658b49495eceb84f3fb52b320b7d6692accbf44"
    23.257 D | Task "Net::Download(0x24f4409c090)" starting for the first time
    23.258 D | Downloading  "https://resources.download.minecraft.net/97/974a9be0c375a71174dfd91cfbf67560c0adf47d"
    23.285 D | Download succeeded: "https://resources.download.minecraft.net/01/0156e36974e29237c045e77040088235f47e1841"
    23.286 D | Download succeeded: "https://resources.download.minecraft.net/c4/c42af893599924143daadf04970260a43696587c"
    23.288 D | Download succeeded: "https://resources.download.minecraft.net/bf/bf1996432349951e1638a9a5fb4fc05ba9619623"
    23.290 D | Download succeeded: "https://resources.download.minecraft.net/ba/bac81fd5619f4923074b0b08bb04372f98a29523"
    23.292 D | Download succeeded: "https://resources.download.minecraft.net/17/178c8aaaaef5b7a15ce31bd6379321dcc8cf9042"
    23.298 D | Task "Net::Download(0x24f4409be50)" starting for the first time
    23.299 D | Downloading  "https://resources.download.minecraft.net/43/43ba9e9339435f351b4578723910556354e16d43"
    23.299 D | Task "Net::Download(0x24f4409b850)" starting for the first time
    23.299 D | Downloading  "https://resources.download.minecraft.net/98/98e6c933794f74d15b1e87eea64ca6f766e557c2"
    23.300 D | Task "Net::Download(0x24f4409b790)" starting for the first time
    23.300 D | Downloading  "https://resources.download.minecraft.net/6c/6c5c988701199ca65fcd2caf88a0e456d3421977"
    23.300 D | Task "Net::Download(0x24f4409b6d0)" starting for the first time
    23.301 D | Downloading  "https://resources.download.minecraft.net/b6/b6879bae967340bb6da3b1725e0386f4815753e6"
    23.301 D | Task "Net::Download(0x24f4409bfd0)" starting for the first time
    23.302 D | Downloading  "https://resources.download.minecraft.net/33/3381c241b6f2354617950dff5b97ccd92c641d16"
    23.304 D | Download succeeded: "https://resources.download.minecraft.net/97/974a9be0c375a71174dfd91cfbf67560c0adf47d"
    23.307 D | Task "Net::Download(0x24f4409b310)" starting for the first time
    23.307 D | Downloading  "https://resources.download.minecraft.net/4e/4ebf0ae943f5881bb81af674e8596341e52015eb"
    23.328 D | Download succeeded: "https://resources.download.minecraft.net/43/43ba9e9339435f351b4578723910556354e16d43"
    23.330 D | Download succeeded: "https://resources.download.minecraft.net/98/98e6c933794f74d15b1e87eea64ca6f766e557c2"
    23.333 D | Task "Net::Download(0x24f4409bcd0)" starting for the first time
    23.334 D | Downloading  "https://resources.download.minecraft.net/1f/1f13e157e2ff169eef53bab24e65cb40d41b93b6"
    23.334 D | Task "Net::Download(0x24f4409bc10)" starting for the first time
    23.335 D | Downloading  "https://resources.download.minecraft.net/65/65727e3d0b1e51e537b0e476f119bee8be45edab"
    23.348 D | Download succeeded: "https://resources.download.minecraft.net/6c/6c5c988701199ca65fcd2caf88a0e456d3421977"
    23.351 D | Task "Net::Download(0x24f4409bf10)" starting for the first time
    23.351 D | Downloading  "https://resources.download.minecraft.net/c5/c5cd11a147cf6a37bd0f33f951f74464fb0d128a"
    23.353 D | Download succeeded: "https://resources.download.minecraft.net/4e/4ebf0ae943f5881bb81af674e8596341e52015eb"
    23.355 D | Download succeeded: "https://resources.download.minecraft.net/b6/b6879bae967340bb6da3b1725e0386f4815753e6"
    23.358 D | Download succeeded: "https://resources.download.minecraft.net/33/3381c241b6f2354617950dff5b97ccd92c641d16"
    23.360 D | Task "Net::Download(0x24f440fc1c0)" starting for the first time
    23.360 D | Downloading  "https://resources.download.minecraft.net/cf/cf44e74d49ef2793fb01143a37fd27ee50d0e727"
    23.361 D | Task "Net::Download(0x24f440fe080)" starting for the first time
    23.362 D | Downloading  "https://resources.download.minecraft.net/18/1826c6986572fe2f7ab9111dc6da9b67df1f7f20"
    23.362 D | Task "Net::Download(0x24f440fbe00)" starting for the first time
    23.362 D | Downloading  "https://resources.download.minecraft.net/6a/6ac381cb9b69baf96b909e59d8c9886579746e4f"
    23.368 D | Download succeeded: "https://resources.download.minecraft.net/1f/1f13e157e2ff169eef53bab24e65cb40d41b93b6"
    23.370 D | Download succeeded: "https://resources.download.minecraft.net/65/65727e3d0b1e51e537b0e476f119bee8be45edab"
    23.372 D | Task "Net::Download(0x24f440fd6c0)" starting for the first time
    23.372 D | Downloading  "https://resources.download.minecraft.net/e2/e2b2464a1507c129e4fd8aa2447f92cfe1bd61bb"
    23.373 D | Task "Net::Download(0x24f440fd3c0)" starting for the first time
    23.373 D | Downloading  "https://resources.download.minecraft.net/28/281f889e8eadcb21e2bb664d4f337192fab3a139"
    23.395 D | Download succeeded: "https://resources.download.minecraft.net/c5/c5cd11a147cf6a37bd0f33f951f74464fb0d128a"
    23.396 D | Download succeeded: "https://resources.download.minecraft.net/cf/cf44e74d49ef2793fb01143a37fd27ee50d0e727"
    23.397 D | Download succeeded: "https://resources.download.minecraft.net/18/1826c6986572fe2f7ab9111dc6da9b67df1f7f20"
    23.399 D | Download succeeded: "https://resources.download.minecraft.net/6a/6ac381cb9b69baf96b909e59d8c9886579746e4f"
    23.402 D | Task "Net::Download(0x24f440fc700)" starting for the first time
    23.402 D | Downloading  "https://resources.download.minecraft.net/1d/1d15957378b747a2daad165dd14acc5689310e9a"
    23.403 D | Task "Net::Download(0x24f440fce80)" starting for the first time
    23.403 D | Downloading  "https://resources.download.minecraft.net/c7/c756f26f5a702fca021795d9ae15b5dadba1cf07"
    23.404 D | Task "Net::Download(0x24f440fbec0)" starting for the first time
    23.404 D | Downloading  "https://resources.download.minecraft.net/36/36adcbb0553274272777667992b363d857b80af9"
    23.405 D | Task "Net::Download(0x24f440fdc00)" starting for the first time
    23.405 D | Downloading  "https://resources.download.minecraft.net/28/285196110d802aed2f6797eb436d70e36716edaa"
    23.418 D | Download succeeded: "https://resources.download.minecraft.net/e2/e2b2464a1507c129e4fd8aa2447f92cfe1bd61bb"
    23.419 D | Download succeeded: "https://resources.download.minecraft.net/28/281f889e8eadcb21e2bb664d4f337192fab3a139"
    23.421 D | Task "Net::Download(0x24f440fd780)" starting for the first time
    23.422 D | Downloading  "https://resources.download.minecraft.net/dc/dcddcc8d9845734c85e39afecb34cc2b1586905c"
    23.422 D | Task "Net::Download(0x24f440fb440)" starting for the first time
    23.422 D | Downloading  "https://resources.download.minecraft.net/fa/fae49d67f7901e74e75c1343082096fd7f524ee7"
    23.437 D | Download succeeded: "https://resources.download.minecraft.net/1d/1d15957378b747a2daad165dd14acc5689310e9a"
    23.438 D | Download succeeded: "https://resources.download.minecraft.net/c7/c756f26f5a702fca021795d9ae15b5dadba1cf07"
    23.440 D | Download succeeded: "https://resources.download.minecraft.net/36/36adcbb0553274272777667992b363d857b80af9"
    23.441 D | Download succeeded: "https://resources.download.minecraft.net/28/285196110d802aed2f6797eb436d70e36716edaa"
    23.442 D | Task "Net::Download(0x24f440fcac0)" starting for the first time
    23.443 D | Downloading  "https://resources.download.minecraft.net/35/35a5c6a402a0f0091c1221a245ea9cc180975cc8"
    23.443 D | Task "Net::Download(0x24f440fcc40)" starting for the first time
    23.443 D | Downloading  "https://resources.download.minecraft.net/83/83c8daabf4016b4a69a0aff792629776e646477a"
    23.443 D | Task "Net::Download(0x24f440fbb00)" starting for the first time
    23.444 D | Downloading  "https://resources.download.minecraft.net/d6/d6a7e9b6882630bc21a0efad67dcccd12ccb2eb5"
    23.444 D | Task "Net::Download(0x24f440fda80)" starting for the first time
    23.445 D | Downloading  "https://resources.download.minecraft.net/06/06dafda29984d98c81df8cd5edeca2e96599f1f4"
    23.458 D | Download succeeded: "https://resources.download.minecraft.net/dc/dcddcc8d9845734c85e39afecb34cc2b1586905c"
    23.459 D | Download succeeded: "https://resources.download.minecraft.net/fa/fae49d67f7901e74e75c1343082096fd7f524ee7"
    23.460 D | Task "Net::Download(0x24f440fe200)" starting for the first time
    23.460 D | Downloading  "https://resources.download.minecraft.net/7c/7c58d79a33c20c776c6f592b80e96305034c6dbe"
    23.460 D | Task "Net::Download(0x24f440fe140)" starting for the first time
    23.461 D | Downloading  "https://resources.download.minecraft.net/54/54ae8bae3da40ea9a80739d7b36106bffaf8854c"
    23.481 D | Download succeeded: "https://resources.download.minecraft.net/35/35a5c6a402a0f0091c1221a245ea9cc180975cc8"
    23.482 D | Download succeeded: "https://resources.download.minecraft.net/83/83c8daabf4016b4a69a0aff792629776e646477a"
    23.483 D | Download succeeded: "https://resources.download.minecraft.net/d6/d6a7e9b6882630bc21a0efad67dcccd12ccb2eb5"
    23.485 D | Download succeeded: "https://resources.download.minecraft.net/06/06dafda29984d98c81df8cd5edeca2e96599f1f4"
    23.486 D | Task "Net::Download(0x24f440fc940)" starting for the first time
    23.486 D | Downloading  "https://resources.download.minecraft.net/5c/5cd1caeb2b7c35e58c57a90eed97be8cd893e499"
    23.487 D | Task "Net::Download(0x24f440fcf40)" starting for the first time
    23.487 D | Downloading  "https://resources.download.minecraft.net/de/def695c50fa800dc639e91bea0148c7626ca5e87"
    23.487 D | Task "Net::Download(0x24f440fb680)" starting for the first time
    23.488 D | Downloading  "https://resources.download.minecraft.net/5e/5ebe9a655de4ff8510a2c58e74d25a65ce6c8ad1"
    23.488 D | Task "Net::Download(0x24f440fc040)" starting for the first time
    23.489 D | Downloading  "https://resources.download.minecraft.net/c6/c6ac8614f870ba8a7898a2544738d03dc141c92c"
    23.503 D | Download succeeded: "https://resources.download.minecraft.net/7c/7c58d79a33c20c776c6f592b80e96305034c6dbe"
    23.505 D | Download succeeded: "https://resources.download.minecraft.net/54/54ae8bae3da40ea9a80739d7b36106bffaf8854c"
    23.505 D | Task "Net::Download(0x24f440fbd40)" starting for the first time
    23.506 D | Downloading  "https://resources.download.minecraft.net/48/48f9931bef7d3a07c7ea40126eb2bd9c71c4a0e7"
    23.506 D | Task "Net::Download(0x24f440fc4c0)" starting for the first time
    23.507 D | Downloading  "https://resources.download.minecraft.net/63/63c22eb984e3406f33bd3fc474b1d76f2c395f1a"
    23.535 D | Download succeeded: "https://resources.download.minecraft.net/5c/5cd1caeb2b7c35e58c57a90eed97be8cd893e499"
    23.537 D | Download succeeded: "https://resources.download.minecraft.net/de/def695c50fa800dc639e91bea0148c7626ca5e87"
    23.538 D | Download succeeded: "https://resources.download.minecraft.net/5e/5ebe9a655de4ff8510a2c58e74d25a65ce6c8ad1"
    23.539 D | Download succeeded: "https://resources.download.minecraft.net/c6/c6ac8614f870ba8a7898a2544738d03dc141c92c"
    23.540 D | Task "Net::Download(0x24f440fc580)" starting for the first time
    23.541 D | Downloading  "https://resources.download.minecraft.net/ee/ee39bc3030b4465309f67d897b9df23093acba06"
    23.541 D | Task "Net::Download(0x24f440fd0c0)" starting for the first time
    23.541 D | Downloading  "https://resources.download.minecraft.net/45/45d81989f156d74bd07939be66cb89aecd6f8609"
    23.542 D | Task "Net::Download(0x24f440fd000)" starting for the first time
    23.542 D | Downloading  "https://resources.download.minecraft.net/2b/2b048cb32391a275b07e5648ec6d474fb52f9f91"
    23.542 D | Task "Net::Download(0x24f440fcd00)" starting for the first time
    23.543 D | Downloading  "https://resources.download.minecraft.net/1f/1f411b36057067939b1aa1b0354ebb8eaa1e980d"
    23.558 D | Download succeeded: "https://resources.download.minecraft.net/48/48f9931bef7d3a07c7ea40126eb2bd9c71c4a0e7"
    23.559 D | Download succeeded: "https://resources.download.minecraft.net/63/63c22eb984e3406f33bd3fc474b1d76f2c395f1a"
    23.560 D | Task "Net::Download(0x24f440fc640)" starting for the first time
    23.560 D | Downloading  "https://resources.download.minecraft.net/33/330a29f4ac0f178bb2d5855b29ad1b262ef14604"
    23.560 D | Task "Net::Download(0x24f440fc100)" starting for the first time
    23.561 D | Downloading  "https://resources.download.minecraft.net/a1/a1aaacc760df41853a7c02e741b81bfc51c5e93c"
    23.582 D | Download succeeded: "https://resources.download.minecraft.net/ee/ee39bc3030b4465309f67d897b9df23093acba06"
    23.583 D | Download succeeded: "https://resources.download.minecraft.net/45/45d81989f156d74bd07939be66cb89aecd6f8609"
    23.585 D | Download succeeded: "https://resources.download.minecraft.net/2b/2b048cb32391a275b07e5648ec6d474fb52f9f91"
    23.586 D | Download succeeded: "https://resources.download.minecraft.net/1f/1f411b36057067939b1aa1b0354ebb8eaa1e980d"
    23.587 D | Task "Net::Download(0x24f440fcdc0)" starting for the first time
    23.587 D | Downloading  "https://resources.download.minecraft.net/f8/f82bb1724f94ef3e2cd80a0e41ed0ca54c8f7502"
    23.587 D | Task "Net::Download(0x24f440fc400)" starting for the first time
    23.588 D | Downloading  "https://resources.download.minecraft.net/22/2211e494688ba04b0c4658ed74d7e48c2d391c33"
    23.588 D | Task "Net::Download(0x24f440fb500)" starting for the first time
    23.588 D | Downloading  "https://resources.download.minecraft.net/a3/a3ab149628aa2f10acda1e1e3c097b04fcb46328"
    23.588 D | Task "Net::Download(0x24f440fd540)" starting for the first time
    23.589 D | Downloading  "https://resources.download.minecraft.net/7a/7a4f2566e6d1ff536a9c6d7f9a0d804d15a3ce62"
    23.608 D | Download succeeded: "https://resources.download.minecraft.net/33/330a29f4ac0f178bb2d5855b29ad1b262ef14604"
    23.610 D | Download succeeded: "https://resources.download.minecraft.net/a1/a1aaacc760df41853a7c02e741b81bfc51c5e93c"
    23.610 D | Task "Net::Download(0x24f440fb980)" starting for the first time
    23.611 D | Downloading  "https://resources.download.minecraft.net/50/509656b6d02a4491f46c686e66b615950c6c1408"
    23.611 D | Task "Net::Download(0x24f440fdfc0)" starting for the first time
    23.611 D | Downloading  "https://resources.download.minecraft.net/08/08d3912d571693d82692458132d4de59928f16d6"
    23.630 D | Download succeeded: "https://resources.download.minecraft.net/f8/f82bb1724f94ef3e2cd80a0e41ed0ca54c8f7502"
    23.630 D | Task "Net::Download(0x24f440fd840)" starting for the first time
    23.630 D | Downloading  "https://resources.download.minecraft.net/1b/1b172129daf7cd9a36d2b0f7820baf2e479e381a"
    23.632 D | Download succeeded: "https://resources.download.minecraft.net/22/2211e494688ba04b0c4658ed74d7e48c2d391c33"
    23.633 D | Download succeeded: "https://resources.download.minecraft.net/a3/a3ab149628aa2f10acda1e1e3c097b04fcb46328"
    23.634 D | Download succeeded: "https://resources.download.minecraft.net/7a/7a4f2566e6d1ff536a9c6d7f9a0d804d15a3ce62"
    23.634 D | Task "Net::Download(0x24f440fb8c0)" starting for the first time
    23.634 D | Downloading  "https://resources.download.minecraft.net/05/0556f8b2dc424e7368b4ab9f8a315aa26982e3fc"
    23.635 D | Task "Net::Download(0x24f440fd180)" starting for the first time
    23.635 D | Downloading  "https://resources.download.minecraft.net/08/08626fc2a337c28b5dfdafb6daa9ea31f9a70571"
    23.635 D | Task "Net::Download(0x24f440fb2c0)" starting for the first time
    23.636 D | Downloading  "https://resources.download.minecraft.net/15/15bbaf7901d7abff12bb872ff88a6ad541f5227a"
    23.652 D | Download succeeded: "https://resources.download.minecraft.net/50/509656b6d02a4491f46c686e66b615950c6c1408"
    23.653 D | Download succeeded: "https://resources.download.minecraft.net/08/08d3912d571693d82692458132d4de59928f16d6"
    23.654 D | Task "Net::Download(0x24f440fcb80)" starting for the first time
    23.654 D | Downloading  "https://resources.download.minecraft.net/1c/1c722dfd43b06c28273bc8c56d1d02c1a6ea5e48"
    23.655 D | Task "Net::Download(0x24f440fbc80)" starting for the first time
    23.655 D | Downloading  "https://resources.download.minecraft.net/08/085a6cd2e023877254d1118c403f39e556c003cb"
    23.675 D | Download succeeded: "https://resources.download.minecraft.net/1b/1b172129daf7cd9a36d2b0f7820baf2e479e381a"
    23.676 D | Download succeeded: "https://resources.download.minecraft.net/05/0556f8b2dc424e7368b4ab9f8a315aa26982e3fc"
    23.678 D | Download succeeded: "https://resources.download.minecraft.net/08/08626fc2a337c28b5dfdafb6daa9ea31f9a70571"
    23.679 D | Download succeeded: "https://resources.download.minecraft.net/15/15bbaf7901d7abff12bb872ff88a6ad541f5227a"
    23.679 D | Task "Net::Download(0x24f440fb800)" starting for the first time
    23.680 D | Downloading  "https://resources.download.minecraft.net/a2/a272af870850e4d5905f476ac23bcb28543a543a"
    23.680 D | Task "Net::Download(0x24f440fdcc0)" starting for the first time
    23.681 D | Downloading  "https://resources.download.minecraft.net/78/780917a341ca4e6a5a8f4e744142a94069189fb0"
    23.681 D | Task "Net::Download(0x24f440fc280)" starting for the first time
    23.681 D | Downloading  "https://resources.download.minecraft.net/56/56afe99ff911f7c56fb923cd85427a719c2a1424"
    23.681 D | Task "Net::Download(0x24f440fc7c0)" starting for the first time
    23.682 D | Downloading  "https://resources.download.minecraft.net/d7/d7067e204913cf9631bfbb7340102f6de75c2dfc"
    23.728 D | Download succeeded: "https://resources.download.minecraft.net/1c/1c722dfd43b06c28273bc8c56d1d02c1a6ea5e48"
    23.729 D | Download succeeded: "https://resources.download.minecraft.net/08/085a6cd2e023877254d1118c403f39e556c003cb"
    23.729 D | Task "Net::Download(0x24f440fb5c0)" starting for the first time
    23.730 D | Downloading  "https://resources.download.minecraft.net/ed/ed76364b90ade21c5d25bf09a4a67475801bce66"
    23.730 D | Task "Net::Download(0x24f440fbf80)" starting for the first time
    23.730 D | Downloading  "https://resources.download.minecraft.net/c3/c3dcdf6dff63fcf4d35b2742b62018591de0e156"
    23.748 D | Download succeeded: "https://resources.download.minecraft.net/a2/a272af870850e4d5905f476ac23bcb28543a543a"
    23.750 D | Download succeeded: "https://resources.download.minecraft.net/78/780917a341ca4e6a5a8f4e744142a94069189fb0"
    23.751 D | Download succeeded: "https://resources.download.minecraft.net/56/56afe99ff911f7c56fb923cd85427a719c2a1424"
    23.752 D | Download succeeded: "https://resources.download.minecraft.net/d7/d7067e204913cf9631bfbb7340102f6de75c2dfc"
    23.752 D | Task "Net::Download(0x24f440fdb40)" starting for the first time
    23.752 D | Downloading  "https://resources.download.minecraft.net/ae/ae9bb7a332e3e3d3665f282b60b296ec01be97df"
    23.753 D | Task "Net::Download(0x24f440fb740)" starting for the first time
    23.753 D | Downloading  "https://resources.download.minecraft.net/4c/4c26fd4c2774e7afcbda1e293a27595e04e87c47"
    23.753 D | Task "Net::Download(0x24f440fd240)" starting for the first time
    23.754 D | Downloading  "https://resources.download.minecraft.net/c9/c9534f4d840470b3c6efbcb84cff23c57baa3393"
    23.754 D | Task "Net::Download(0x24f440fd900)" starting for the first time
    23.754 D | Downloading  "https://resources.download.minecraft.net/fd/fd20e1cd8c69bc2f037de950b078a729a4b7d6a6"
    23.791 D | Download succeeded: "https://resources.download.minecraft.net/ed/ed76364b90ade21c5d25bf09a4a67475801bce66"
    23.791 D | Task "Net::Download(0x24f440fc880)" starting for the first time
    23.792 D | Downloading  "https://resources.download.minecraft.net/50/50a317f837b0604c3ebe8224951c1a0d7a94516a"
    23.796 D | Download succeeded: "https://resources.download.minecraft.net/c3/c3dcdf6dff63fcf4d35b2742b62018591de0e156"
    23.796 D | Task "Net::Download(0x24f440fc340)" starting for the first time
    23.797 D | Downloading  "https://resources.download.minecraft.net/39/39077d824a27e8040b0e1f2b4707d81149830d11"
    23.817 D | Download succeeded: "https://resources.download.minecraft.net/ae/ae9bb7a332e3e3d3665f282b60b296ec01be97df"
    23.818 D | Download succeeded: "https://resources.download.minecraft.net/4c/4c26fd4c2774e7afcbda1e293a27595e04e87c47"
    23.820 D | Download succeeded: "https://resources.download.minecraft.net/c9/c9534f4d840470b3c6efbcb84cff23c57baa3393"
    23.821 D | Download succeeded: "https://resources.download.minecraft.net/fd/fd20e1cd8c69bc2f037de950b078a729a4b7d6a6"
    23.821 D | Task "Net::Download(0x24f440fd300)" starting for the first time
    23.822 D | Downloading  "https://resources.download.minecraft.net/5d/5d78e883f8bf8123261a5b05cf90cb5cc020fa6e"
    23.822 D | Task "Net::Download(0x24f440fba40)" starting for the first time
    23.823 D | Downloading  "https://resources.download.minecraft.net/8d/8d56863e83e0e114937522d3a4a7e124528c65b4"
    23.823 D | Task "Net::Download(0x24f440fd600)" starting for the first time
    23.823 D | Downloading  "https://resources.download.minecraft.net/f2/f26ab58dc70ce7a3f4d16b5bb31620894b0b8812"
    23.823 D | Task "Net::Download(0x24f440fca00)" starting for the first time
    23.824 D | Downloading  "https://resources.download.minecraft.net/e8/e8d0df494880f2067bb64d08a7428a78239c9a29"
    23.825 D | Download succeeded: "https://resources.download.minecraft.net/50/50a317f837b0604c3ebe8224951c1a0d7a94516a"
    23.825 D | Task "Net::Download(0x24f440fbbc0)" starting for the first time
    23.826 D | Downloading  "https://resources.download.minecraft.net/5f/5fa52f2e49e446e466b721937cc168bba734ef33"
    23.837 D | Download succeeded: "https://resources.download.minecraft.net/39/39077d824a27e8040b0e1f2b4707d81149830d11"
    23.838 D | Task "Net::Download(0x24f440fd480)" starting for the first time
    23.839 D | Downloading  "https://resources.download.minecraft.net/d2/d2aa32d74df0cfcdcb7b36862206762dc5f16d5c"
    23.858 D | Download succeeded: "https://resources.download.minecraft.net/5d/5d78e883f8bf8123261a5b05cf90cb5cc020fa6e"
    23.860 D | Download succeeded: "https://resources.download.minecraft.net/8d/8d56863e83e0e114937522d3a4a7e124528c65b4"
    23.861 D | Download succeeded: "https://resources.download.minecraft.net/f2/f26ab58dc70ce7a3f4d16b5bb31620894b0b8812"
    23.862 D | Download succeeded: "https://resources.download.minecraft.net/e8/e8d0df494880f2067bb64d08a7428a78239c9a29"
    23.863 D | Download succeeded: "https://resources.download.minecraft.net/5f/5fa52f2e49e446e466b721937cc168bba734ef33"
    23.864 D | Task "Net::Download(0x24f440fb380)" starting for the first time
    23.864 D | Downloading  "https://resources.download.minecraft.net/d7/d7637457a9290d5e10d965f3bea4a4e19937f87b"
    23.865 D | Task "Net::Download(0x24f440fdf00)" starting for the first time
    23.865 D | Downloading  "https://resources.download.minecraft.net/66/66057f99ba11a223e1824ce006b4e2b288b6f895"
    23.865 D | Task "Net::Download(0x24f440fde40)" starting for the first time
    23.866 D | Downloading  "https://resources.download.minecraft.net/80/8011c7d566d5a6958832855d7328edba54702076"
    23.866 D | Task "Net::Download(0x24f440fdd80)" starting for the first time
    23.866 D | Downloading  "https://resources.download.minecraft.net/ca/ca9e12d7b01c10932a3d16e33b9e317396c3d2ea"
    23.866 D | Task "Net::Download(0x24f440fd9c0)" starting for the first time
    23.867 D | Downloading  "https://resources.download.minecraft.net/bd/bde0f483fb36757e6207767d65d02bd8a190c685"
    23.878 D | Download succeeded: "https://resources.download.minecraft.net/d2/d2aa32d74df0cfcdcb7b36862206762dc5f16d5c"
    23.879 D | Task "Net::Download(0x24f440ff880)" starting for the first time
    23.879 D | Downloading  "https://resources.download.minecraft.net/6c/6c5e816813bc17b1d7b65676e1ee29496d88015b"
    23.898 D | Download succeeded: "https://resources.download.minecraft.net/d7/d7637457a9290d5e10d965f3bea4a4e19937f87b"
    23.900 D | Download succeeded: "https://resources.download.minecraft.net/66/66057f99ba11a223e1824ce006b4e2b288b6f895"
    23.901 D | Download succeeded: "https://resources.download.minecraft.net/80/8011c7d566d5a6958832855d7328edba54702076"
    23.902 D | Download succeeded: "https://resources.download.minecraft.net/ca/ca9e12d7b01c10932a3d16e33b9e317396c3d2ea"
    23.903 D | Download succeeded: "https://resources.download.minecraft.net/bd/bde0f483fb36757e6207767d65d02bd8a190c685"
    23.903 D | Task "Net::Download(0x24f441000c0)" starting for the first time
    23.904 D | Downloading  "https://resources.download.minecraft.net/c2/c2d7c39f05beb02e6e6ea7bc703925fa3b965b76"
    23.904 D | Task "Net::Download(0x24f44100240)" starting for the first time
    23.905 D | Downloading  "https://resources.download.minecraft.net/67/67cee209f2c06f4bc08d7e165fa7371557d4e261"
    23.905 D | Task "Net::Download(0x24f440ff040)" starting for the first time
    23.905 D | Downloading  "https://resources.download.minecraft.net/e7/e7b80d7e20d07be914d7361b5ff71a3c3193ef4c"
    23.906 D | Task "Net::Download(0x24f440ff580)" starting for the first time
    23.906 D | Downloading  "https://resources.download.minecraft.net/d5/d5a6435947ff3b0b2a161cc37d419cd7c49cf8b4"
    23.906 D | Task "Net::Download(0x24f440fee00)" starting for the first time
    23.907 D | Downloading  "https://resources.download.minecraft.net/ee/ee8edac9e045dbc0417c4f8bec83d291df40da61"
    23.919 D | Download succeeded: "https://resources.download.minecraft.net/6c/6c5e816813bc17b1d7b65676e1ee29496d88015b"
    23.920 D | Task "Net::Download(0x24f440fff40)" starting for the first time
    23.920 D | Downloading  "https://resources.download.minecraft.net/50/50b8c5f86880ac8ae12edf9e5ca21c857c187589"
    23.950 D | Download succeeded: "https://resources.download.minecraft.net/d5/d5a6435947ff3b0b2a161cc37d419cd7c49cf8b4"
    23.951 D | Download succeeded: "https://resources.download.minecraft.net/ee/ee8edac9e045dbc0417c4f8bec83d291df40da61"
    23.952 D | Download succeeded: "https://resources.download.minecraft.net/c2/c2d7c39f05beb02e6e6ea7bc703925fa3b965b76"
    23.954 D | Download succeeded: "https://resources.download.minecraft.net/67/67cee209f2c06f4bc08d7e165fa7371557d4e261"
    23.955 D | Download succeeded: "https://resources.download.minecraft.net/e7/e7b80d7e20d07be914d7361b5ff71a3c3193ef4c"
    23.956 D | Task "Net::Download(0x24f440ff100)" starting for the first time
    23.956 D | Downloading  "https://resources.download.minecraft.net/82/827a0a4ae4ae15bbb6e6aca13cd9804c2e93d82a"
    23.957 D | Task "Net::Download(0x24f440fe800)" starting for the first time
    23.957 D | Downloading  "https://resources.download.minecraft.net/9c/9c259771d24f49058f0c68d0f6fdb50559abf8c1"
    23.958 D | Task "Net::Download(0x24f44100780)" starting for the first time
    23.958 D | Downloading  "https://resources.download.minecraft.net/6d/6d7b8dee1c4246bbcd8d860a99235f5adc0693cf"
    23.958 D | Task "Net::Download(0x24f440ff400)" starting for the first time
    23.959 D | Downloading  "https://resources.download.minecraft.net/2b/2b39e6f85286eb29d02f76d3e6560d09040f0d65"
    23.959 D | Task "Net::Download(0x24f440febc0)" starting for the first time
    23.959 D | Downloading  "https://resources.download.minecraft.net/32/3240aaa8b43d759b40c41b7f6c0d7dcc5ef7a77f"
    23.974 D | Download succeeded: "https://resources.download.minecraft.net/50/50b8c5f86880ac8ae12edf9e5ca21c857c187589"
    23.975 D | Task "Net::Download(0x24f44100f00)" starting for the first time
    23.975 D | Downloading  "https://resources.download.minecraft.net/1b/1b2836933094cb2d8a1da3c4f31d88c1aed3dab2"
