     0.000 D | <> Log initialized.
     7.430 D | Task "Net::Download(0x29146664240)" starting for the first time
     7.430 D | Downloading  "https://resources.download.minecraft.net/ad/ad98c472dafa5b154655754eb985a5ad8a6a18ca"
     7.430 D | Task "Net::Download(0x29146665d40)" starting for the first time
     7.431 D | Downloading  "https://resources.download.minecraft.net/d9/d9ea39de28aad01b7c542fd1093e35dabbefa824"
     7.431 D | Task "Net::Download(0x29146665b00)" starting for the first time
     7.431 D | Downloading  "https://resources.download.minecraft.net/66/66f353305623a0d37fcfdbaa9fa4436956073b73"
     7.440 D | Download succeeded: "https://resources.download.minecraft.net/9a/9a7b4eb8b497a898879161b955cda21c944af9b5"
     7.441 D | Download succeeded: "https://resources.download.minecraft.net/53/5379211dba68d17e573ce9cbd268634eae24148e"
     7.442 D | Download succeeded: "https://resources.download.minecraft.net/17/17667b12735570759b39f11f23b3c26473b4e297"
     7.443 D | Task "Net::Download(0x29146663b80)" starting for the first time
     7.443 D | Downloading  "https://resources.download.minecraft.net/89/89a85341d5ba385c95deed06cc89ee4bc2588273"
     7.444 D | Task "Net::Download(0x291466643c0)" starting for the first time
     7.444 D | Downloading  "https://resources.download.minecraft.net/20/207b29e3b5a3b6d169000a12dc9b4e1c5c06133d"
     7.444 D | Task "Net::Download(0x29146662800)" starting for the first time
     7.445 D | Downloading  "https://resources.download.minecraft.net/3e/3e6a620baed2169bf04b2dc8870afd4890875093"
     7.473 D | Download succeeded: "https://resources.download.minecraft.net/66/66f353305623a0d37fcfdbaa9fa4436956073b73"
     7.474 D | Download succeeded: "https://resources.download.minecraft.net/ad/ad98c472dafa5b154655754eb985a5ad8a6a18ca"
     7.475 D | Download succeeded: "https://resources.download.minecraft.net/d9/d9ea39de28aad01b7c542fd1093e35dabbefa824"
     7.476 D | Task "Net::Download(0x291466628c0)" starting for the first time
     7.476 D | Downloading  "https://resources.download.minecraft.net/d6/d6b078490e9cd8cef0795dfb4188de64deca2b7b"
     7.476 D | Task "Net::Download(0x29146663880)" starting for the first time
     7.477 D | Downloading  "https://resources.download.minecraft.net/42/42e712606676d97f9bca5c641a2d92d7c86717ca"
     7.477 D | Task "Net::Download(0x291466634c0)" starting for the first time
     7.477 D | Downloading  "https://resources.download.minecraft.net/8f/8f302a31d11dc0e23d574dba438b36d1732c5c84"
     7.508 D | Download succeeded: "https://resources.download.minecraft.net/89/89a85341d5ba385c95deed06cc89ee4bc2588273"
     7.509 D | Task "Net::Download(0x29146664840)" starting for the first time
     7.509 D | Downloading  "https://resources.download.minecraft.net/90/900d36028e1fc285b8b0de5525aaf9cccfbb10ad"
     7.510 D | Download succeeded: "https://resources.download.minecraft.net/3e/3e6a620baed2169bf04b2dc8870afd4890875093"
     7.512 D | Download succeeded: "https://resources.download.minecraft.net/20/207b29e3b5a3b6d169000a12dc9b4e1c5c06133d"
     7.512 D | Task "Net::Download(0x29146664300)" starting for the first time
     7.512 D | Downloading  "https://resources.download.minecraft.net/ee/ee1baab117ecd677668728d83caf606b6ea22f77"
     7.513 D | Task "Net::Download(0x29146663a00)" starting for the first time
     7.513 D | Downloading  "https://resources.download.minecraft.net/9f/9f7a20eb13651875546ba4f461c8b12a87a3e91c"
     7.542 D | Download succeeded: "https://resources.download.minecraft.net/42/42e712606676d97f9bca5c641a2d92d7c86717ca"
     7.543 D | Download succeeded: "https://resources.download.minecraft.net/d6/d6b078490e9cd8cef0795dfb4188de64deca2b7b"
     7.544 D | Download succeeded: "https://resources.download.minecraft.net/8f/8f302a31d11dc0e23d574dba438b36d1732c5c84"
     7.544 D | Task "Net::Download(0x29146663640)" starting for the first time
     7.545 D | Downloading  "https://resources.download.minecraft.net/3a/3ac40ab47211d5469607227981f5b5f20ee2e72c"
     7.545 D | Task "Net::Download(0x29146663040)" starting for the first time
     7.545 D | Downloading  "https://resources.download.minecraft.net/65/6579fee8e39e6de596dfa58f1c0fa155d3642d2b"
     7.545 D | Task "Net::Download(0x29146664b40)" starting for the first time
     7.545 D | Downloading  "https://resources.download.minecraft.net/90/90a81a62b2da5ff26ee2e06e93704e5ef96bec2a"
     7.548 D | Download succeeded: "https://resources.download.minecraft.net/90/900d36028e1fc285b8b0de5525aaf9cccfbb10ad"
     7.548 D | Task "Net::Download(0x29146663940)" starting for the first time
     7.549 D | Downloading  "https://resources.download.minecraft.net/de/de2c3ad5bbadb1922019640f8f9a14efe5bb68ee"
     7.576 D | Download succeeded: "https://resources.download.minecraft.net/ee/ee1baab117ecd677668728d83caf606b6ea22f77"
     7.577 D | Download succeeded: "https://resources.download.minecraft.net/9f/9f7a20eb13651875546ba4f461c8b12a87a3e91c"
     7.577 D | Task "Net::Download(0x29146663d00)" starting for the first time
     7.578 D | Downloading  "https://resources.download.minecraft.net/15/15398fe056ba43db2b1afc2a5874627fd7c1daf9"
     7.578 D | Task "Net::Download(0x29146662ec0)" starting for the first time
     7.578 D | Downloading  "https://resources.download.minecraft.net/2d/2d9bf37e9a3317f7e3da4ead554014e4ca3d5f14"
     7.585 D | Download succeeded: "https://resources.download.minecraft.net/90/90a81a62b2da5ff26ee2e06e93704e5ef96bec2a"
     7.586 D | Download succeeded: "https://resources.download.minecraft.net/65/6579fee8e39e6de596dfa58f1c0fa155d3642d2b"
     7.587 D | Download succeeded: "https://resources.download.minecraft.net/3a/3ac40ab47211d5469607227981f5b5f20ee2e72c"
     7.587 D | Task "Net::Download(0x29146664cc0)" starting for the first time
     7.588 D | Downloading  "https://resources.download.minecraft.net/c8/c81f43d507e6ef06f7f184dcdeb1dff849a3cfc5"
     7.588 D | Task "Net::Download(0x291466640c0)" starting for the first time
     7.588 D | Downloading  "https://resources.download.minecraft.net/37/3760b6da1772779c753aae01d12a6bacfca1f78c"
     7.589 D | Task "Net::Download(0x29146664e40)" starting for the first time
     7.589 D | Downloading  "https://resources.download.minecraft.net/06/067fbe48fa274cd3c3e4066bfdee2841f095defb"
     7.611 D | Download succeeded: "https://resources.download.minecraft.net/de/de2c3ad5bbadb1922019640f8f9a14efe5bb68ee"
     7.611 D | Task "Net::Download(0x29146664180)" starting for the first time
     7.612 D | Downloading  "https://resources.download.minecraft.net/f2/f2b7c5de4096311e7f2e8727d93bf8d8adede9be"
     7.619 D | Download succeeded: "https://resources.download.minecraft.net/15/15398fe056ba43db2b1afc2a5874627fd7c1daf9"
     7.621 D | Download succeeded: "https://resources.download.minecraft.net/2d/2d9bf37e9a3317f7e3da4ead554014e4ca3d5f14"
     7.621 D | Task "Net::Download(0x291466631c0)" starting for the first time
     7.621 D | Downloading  "https://resources.download.minecraft.net/83/838207eca7d6ce858582a3de4a513776edadff2e"
     7.621 D | Task "Net::Download(0x29146664480)" starting for the first time
     7.622 D | Downloading  "https://resources.download.minecraft.net/b6/b6cd872ea4fec6f33190abcf18393bfaac585cc4"
     7.646 D | Download succeeded: "https://resources.download.minecraft.net/06/067fbe48fa274cd3c3e4066bfdee2841f095defb"
     7.647 D | Download succeeded: "https://resources.download.minecraft.net/c8/c81f43d507e6ef06f7f184dcdeb1dff849a3cfc5"
     7.648 D | Download succeeded: "https://resources.download.minecraft.net/37/3760b6da1772779c753aae01d12a6bacfca1f78c"
     7.649 D | Task "Net::Download(0x29146664f00)" starting for the first time
     7.649 D | Downloading  "https://resources.download.minecraft.net/94/9425303a80381d80cc9e233c446a3d5cb0f4f2f1"
     7.649 D | Task "Net::Download(0x29146663700)" starting for the first time
     7.649 D | Downloading  "https://resources.download.minecraft.net/d2/d2a77948d1a5aa1077aad1305c5b2e2ceb2d2d66"
     7.650 D | Task "Net::Download(0x29146662b00)" starting for the first time
     7.650 D | Downloading  "https://resources.download.minecraft.net/c3/c308735df9bbf5f6497153a86f0486ba168f9590"
     7.654 D | Download succeeded: "https://resources.download.minecraft.net/f2/f2b7c5de4096311e7f2e8727d93bf8d8adede9be"
     7.654 D | Task "Net::Download(0x29146664d80)" starting for the first time
     7.655 D | Downloading  "https://resources.download.minecraft.net/67/67fd6034c9f5d1d4fb030798d4ea72aa861cb6c2"
     7.680 D | Download succeeded: "https://resources.download.minecraft.net/83/838207eca7d6ce858582a3de4a513776edadff2e"
     7.682 D | Download succeeded: "https://resources.download.minecraft.net/b6/b6cd872ea4fec6f33190abcf18393bfaac585cc4"
     7.682 D | Task "Net::Download(0x29146662c80)" starting for the first time
     7.682 D | Downloading  "https://resources.download.minecraft.net/fb/fbd5bb6e2bb92e63dd0c2ad641ab3f5dcfabade0"
     7.683 D | Task "Net::Download(0x29146664a80)" starting for the first time
     7.683 D | Downloading  "https://resources.download.minecraft.net/22/22c318f9a3387146d0a5c4e904509f7bf3131213"
     7.688 D | Download succeeded: "https://resources.download.minecraft.net/94/9425303a80381d80cc9e233c446a3d5cb0f4f2f1"
     7.689 D | Task "Net::Download(0x291466625c0)" starting for the first time
     7.689 D | Downloading  "https://resources.download.minecraft.net/3e/3e11b7ef65592bc94b21c790318a694491a1891c"
     7.692 D | Download succeeded: "https://resources.download.minecraft.net/d2/d2a77948d1a5aa1077aad1305c5b2e2ceb2d2d66"
     7.693 D | Download succeeded: "https://resources.download.minecraft.net/c3/c308735df9bbf5f6497153a86f0486ba168f9590"
     7.693 D | Task "Net::Download(0x291466649c0)" starting for the first time
     7.694 D | Downloading  "https://resources.download.minecraft.net/78/7876668984a8e18c0b2c4bcd5cc7e6fc9046c8a2"
     7.694 D | Task "Net::Download(0x29146663c40)" starting for the first time
     7.694 D | Downloading  "https://resources.download.minecraft.net/45/45e27ec73cfa39e7dfffefcac4935952002da690"
     7.715 D | Download succeeded: "https://resources.download.minecraft.net/67/67fd6034c9f5d1d4fb030798d4ea72aa861cb6c2"
     7.715 D | Task "Net::Download(0x29146664540)" starting for the first time
     7.715 D | Downloading  "https://resources.download.minecraft.net/b7/b7a677a363ebda535ecb9f829faafcce46977f6f"
     7.724 D | Download succeeded: "https://resources.download.minecraft.net/fb/fbd5bb6e2bb92e63dd0c2ad641ab3f5dcfabade0"
     7.725 D | Download succeeded: "https://resources.download.minecraft.net/22/22c318f9a3387146d0a5c4e904509f7bf3131213"
     7.726 D | Task "Net::Download(0x29146662d40)" starting for the first time
     7.726 D | Downloading  "https://resources.download.minecraft.net/b1/b1f481176355e1ff2ce032e84c8779b3e3ad5287"
     7.726 D | Task "Net::Download(0x29146663100)" starting for the first time
     7.727 D | Downloading  "https://resources.download.minecraft.net/a2/a2f1e8c97c138c2be1c78f1abe1708ab873ac9c4"
     7.729 D | Download succeeded: "https://resources.download.minecraft.net/3e/3e11b7ef65592bc94b21c790318a694491a1891c"
     7.730 D | Task "Net::Download(0x29146662a40)" starting for the first time
     7.730 D | Downloading  "https://resources.download.minecraft.net/08/08ca7e2dd2c9c9fcdcb57429c26915d273415757"
     7.749 D | Download succeeded: "https://resources.download.minecraft.net/78/7876668984a8e18c0b2c4bcd5cc7e6fc9046c8a2"
     7.750 D | Download succeeded: "https://resources.download.minecraft.net/45/45e27ec73cfa39e7dfffefcac4935952002da690"
     7.751 D | Task "Net::Download(0x29146664900)" starting for the first time
     7.751 D | Downloading  "https://resources.download.minecraft.net/dc/dc56d8d227b508c9524de5dbb1a5f657e938df56"
     7.751 D | Task "Net::Download(0x29146664000)" starting for the first time
     7.752 D | Downloading  "https://resources.download.minecraft.net/7a/7af1a28098c6e4c24965094c333dfb7025173d43"
     7.758 D | Download succeeded: "https://resources.download.minecraft.net/b7/b7a677a363ebda535ecb9f829faafcce46977f6f"
     7.759 D | Task "Net::Download(0x29146664600)" starting for the first time
     7.759 D | Downloading  "https://resources.download.minecraft.net/38/386bf5d2e1122eac1b926a87ce533309b8e1a8ac"
     7.767 D | Download succeeded: "https://resources.download.minecraft.net/b1/b1f481176355e1ff2ce032e84c8779b3e3ad5287"
     7.768 D | Download succeeded: "https://resources.download.minecraft.net/a2/a2f1e8c97c138c2be1c78f1abe1708ab873ac9c4"
     7.769 D | Task "Net::Download(0x29146664c00)" starting for the first time
     7.769 D | Downloading  "https://resources.download.minecraft.net/08/08215b7317fc8545fd486dab84a77f62888e7fbe"
     7.769 D | Task "Net::Download(0x29146664fc0)" starting for the first time
     7.770 D | Downloading  "https://resources.download.minecraft.net/e0/e0f2f371bf22eb5f5c669b246468ccae3301912f"
     7.784 D | Download succeeded: "https://resources.download.minecraft.net/08/08ca7e2dd2c9c9fcdcb57429c26915d273415757"
     7.785 D | Task "Net::Download(0x29146662980)" starting for the first time
     7.785 D | Downloading  "https://resources.download.minecraft.net/33/33065517c01840c6f3f975bbad815036adb909e1"
     7.793 D | Download succeeded: "https://resources.download.minecraft.net/dc/dc56d8d227b508c9524de5dbb1a5f657e938df56"
     7.794 D | Download succeeded: "https://resources.download.minecraft.net/7a/7af1a28098c6e4c24965094c333dfb7025173d43"
     7.795 D | Task "Net::Download(0x29146662f80)" starting for the first time
     7.795 D | Downloading  "https://resources.download.minecraft.net/eb/eb11a0c1acfb81f7a1707645c27c386d0fa10358"
     7.795 D | Task "Net::Download(0x29146663dc0)" starting for the first time
     7.795 D | Downloading  "https://resources.download.minecraft.net/62/620fe60ed2b8ecbb6302c6de5b6b71f78b2b4bbc"
     7.801 D | Download succeeded: "https://resources.download.minecraft.net/38/386bf5d2e1122eac1b926a87ce533309b8e1a8ac"
     7.801 D | Task "Net::Download(0x29146662080)" starting for the first time
     7.802 D | Downloading  "https://resources.download.minecraft.net/d8/d81b2bacda909660c513db162b81d2d4a4e486dd"
     7.819 D | Download succeeded: "https://resources.download.minecraft.net/08/08215b7317fc8545fd486dab84a77f62888e7fbe"
     7.820 D | Download succeeded: "https://resources.download.minecraft.net/e0/e0f2f371bf22eb5f5c669b246468ccae3301912f"
     7.820 D | Task "Net::Download(0x29146662440)" starting for the first time
     7.821 D | Downloading  "https://resources.download.minecraft.net/a8/a86805e61b8249d1c415e06fd06fd7c8641293f5"
     7.821 D | Task "Net::Download(0x291466646c0)" starting for the first time
     7.821 D | Downloading  "https://resources.download.minecraft.net/ba/ba5d4ab847c4f12ac8ff5ffb123c418c1553121c"
     7.827 D | Download succeeded: "https://resources.download.minecraft.net/33/33065517c01840c6f3f975bbad815036adb909e1"
     7.827 D | Task "Net::Download(0x29146662680)" starting for the first time
     7.828 D | Downloading  "https://resources.download.minecraft.net/71/713402e6ed8e314696c666c8540034a52fdce333"
     7.836 D | Download succeeded: "https://resources.download.minecraft.net/62/620fe60ed2b8ecbb6302c6de5b6b71f78b2b4bbc"
     7.837 D | Download succeeded: "https://resources.download.minecraft.net/eb/eb11a0c1acfb81f7a1707645c27c386d0fa10358"
     7.837 D | Task "Net::Download(0x29146662bc0)" starting for the first time
     7.838 D | Downloading  "https://resources.download.minecraft.net/c4/c4add1a44e9e94af623c44c9a2193cb3586ced49"
     7.838 D | Task "Net::Download(0x29146663280)" starting for the first time
     7.838 D | Downloading  "https://resources.download.minecraft.net/5f/5f0bd82694b411010056dc303a76f26229189f57"
     7.853 D | Download succeeded: "https://resources.download.minecraft.net/d8/d81b2bacda909660c513db162b81d2d4a4e486dd"
     7.853 D | Task "Net::Download(0x29146662140)" starting for the first time
     7.853 D | Downloading  "https://resources.download.minecraft.net/20/20e4e615ef22d60605f624f75f10fdab41f81389"
     7.862 D | Download succeeded: "https://resources.download.minecraft.net/ba/ba5d4ab847c4f12ac8ff5ffb123c418c1553121c"
     7.863 D | Download succeeded: "https://resources.download.minecraft.net/a8/a86805e61b8249d1c415e06fd06fd7c8641293f5"
     7.863 D | Task "Net::Download(0x29146662e00)" starting for the first time
     7.863 D | Downloading  "https://resources.download.minecraft.net/04/045fb18cd4b3481dea67e008a34e688fff8afc98"
     7.864 D | Task "Net::Download(0x29146662200)" starting for the first time
     7.864 D | Downloading  "https://resources.download.minecraft.net/98/989283b4fc32be9f9372af936087898736522f5e"
     7.869 D | Download succeeded: "https://resources.download.minecraft.net/71/713402e6ed8e314696c666c8540034a52fdce333"
     7.869 D | Task "Net::Download(0x29146663340)" starting for the first time
     7.870 D | Downloading  "https://resources.download.minecraft.net/ae/ae27c6817985a9acb0a0fdefab89ff5d82dbe009"
     7.887 D | Download succeeded: "https://resources.download.minecraft.net/c4/c4add1a44e9e94af623c44c9a2193cb3586ced49"
     7.888 D | Download succeeded: "https://resources.download.minecraft.net/5f/5f0bd82694b411010056dc303a76f26229189f57"
     7.888 D | Task "Net::Download(0x291466622c0)" starting for the first time
     7.888 D | Downloading  "https://resources.download.minecraft.net/80/8072827813f0bffb9847e636245edebb5ddab198"
     7.889 D | Task "Net::Download(0x29146664780)" starting for the first time
     7.889 D | Downloading  "https://resources.download.minecraft.net/55/550da80d936e05a7bfda43ca5d8af5b3779320f1"
     7.896 D | Download succeeded: "https://resources.download.minecraft.net/20/20e4e615ef22d60605f624f75f10fdab41f81389"
     7.896 D | Task "Net::Download(0x29146663e80)" starting for the first time
     7.896 D | Downloading  "https://resources.download.minecraft.net/a4/a4cf4ebe4c475cd6a4852d6b4228a4b64cf5cb00"
     7.904 D | Download succeeded: "https://resources.download.minecraft.net/98/989283b4fc32be9f9372af936087898736522f5e"
     7.905 D | Download succeeded: "https://resources.download.minecraft.net/04/045fb18cd4b3481dea67e008a34e688fff8afc98"
     7.905 D | Task "Net::Download(0x29146663580)" starting for the first time
     7.906 D | Downloading  "https://resources.download.minecraft.net/22/22ed26394cb6f6b5eeb2ceb54fb50608798d19e8"
     7.906 D | Task "Net::Download(0x29146663400)" starting for the first time
     7.906 D | Downloading  "https://resources.download.minecraft.net/72/72a006be3bd693aa23cc2f8e9c9d13ea6f829aa1"
     7.923 D | Download succeeded: "https://resources.download.minecraft.net/ae/ae27c6817985a9acb0a0fdefab89ff5d82dbe009"
     7.923 D | Task "Net::Download(0x29146662380)" starting for the first time
     7.923 D | Downloading  "https://resources.download.minecraft.net/6b/6b2f86a35a3cd88320b55c029d77659915f83239"
     7.929 D | Download succeeded: "https://resources.download.minecraft.net/80/8072827813f0bffb9847e636245edebb5ddab198"
     7.931 D | Download succeeded: "https://resources.download.minecraft.net/55/550da80d936e05a7bfda43ca5d8af5b3779320f1"
     7.931 D | Task "Net::Download(0x29146662740)" starting for the first time
     7.932 D | Downloading  "https://resources.download.minecraft.net/e3/e3f90fb5afaf84475dd31dca6f65378a455d17f7"
     7.932 D | Task "Net::Download(0x29146662500)" starting for the first time
     7.932 D | Downloading  "https://resources.download.minecraft.net/79/79afbeabcdbb063cfa00d544dc00beac8543a581"
     7.938 D | Download succeeded: "https://resources.download.minecraft.net/a4/a4cf4ebe4c475cd6a4852d6b4228a4b64cf5cb00"
     7.938 D | Task "Net::Download(0x291466637c0)" starting for the first time
     7.938 D | Downloading  "https://resources.download.minecraft.net/78/78ee5b46b6615191b7a16d259fcbda273762297e"
     7.957 D | Download succeeded: "https://resources.download.minecraft.net/22/22ed26394cb6f6b5eeb2ceb54fb50608798d19e8"
     7.958 D | Download succeeded: "https://resources.download.minecraft.net/72/72a006be3bd693aa23cc2f8e9c9d13ea6f829aa1"
     7.958 D | Task "Net::Download(0x29146663f40)" starting for the first time
     7.959 D | Downloading  "https://resources.download.minecraft.net/91/917736d555d124702429e05485e9921ba2420c18"
     7.959 D | Task "Net::Download(0x29146663ac0)" starting for the first time
     7.959 D | Downloading  "https://resources.download.minecraft.net/d8/d8caaead680c20a4f51361587aeddd57a3357a72"
     7.964 D | Download succeeded: "https://resources.download.minecraft.net/6b/6b2f86a35a3cd88320b55c029d77659915f83239"
     7.964 D | Task "Net::Download(0x291468004f0)" starting for the first time
     7.964 D | Downloading  "https://resources.download.minecraft.net/b2/b2078a1f1641bcb429b82d9d15f378362b770dc8"
     7.972 D | Download succeeded: "https://resources.download.minecraft.net/e3/e3f90fb5afaf84475dd31dca6f65378a455d17f7"
     7.973 D | Download succeeded: "https://resources.download.minecraft.net/79/79afbeabcdbb063cfa00d544dc00beac8543a581"
     7.974 D | Task "Net::Download(0x291468005b0)" starting for the first time
     7.974 D | Downloading  "https://resources.download.minecraft.net/62/623296e4e8fc1fa00b769ca5b8bba7e711fc01cb"
     7.974 D | Task "Net::Download(0x29146802470)" starting for the first time
     7.974 D | Downloading  "https://resources.download.minecraft.net/95/9570e1d01565f8bbcbee22145aec80cabb0027eb"
     7.991 D | Download succeeded: "https://resources.download.minecraft.net/78/78ee5b46b6615191b7a16d259fcbda273762297e"
     7.992 D | Task "Net::Download(0x29146802770)" starting for the first time
     7.992 D | Downloading  "https://resources.download.minecraft.net/c6/c6da4885630fe8f76f42b6930b938b3fbd080757"
     7.998 D | Download succeeded: "https://resources.download.minecraft.net/91/917736d555d124702429e05485e9921ba2420c18"
     8.000 D | Download succeeded: "https://resources.download.minecraft.net/d8/d8caaead680c20a4f51361587aeddd57a3357a72"
     8.000 D | Task "Net::Download(0x29146801270)" starting for the first time
     8.000 D | Downloading  "https://resources.download.minecraft.net/0e/0e6d00d4c3f24a4e86eace20e63283a7d409854f"
     8.001 D | Task "Net::Download(0x29146801cf0)" starting for the first time
     8.001 D | Downloading  "https://resources.download.minecraft.net/0f/0f1b391091236dadf8ab0108185d450639e54879"
     8.007 D | Download succeeded: "https://resources.download.minecraft.net/b2/b2078a1f1641bcb429b82d9d15f378362b770dc8"
     8.007 D | Task "Net::Download(0x29146800670)" starting for the first time
     8.007 D | Downloading  "https://resources.download.minecraft.net/8c/8c5427b9b55d9cdc3910e5c608be4c70f83f90ea"
     8.026 D | Download succeeded: "https://resources.download.minecraft.net/62/623296e4e8fc1fa00b769ca5b8bba7e711fc01cb"
     8.027 D | Download succeeded: "https://resources.download.minecraft.net/95/9570e1d01565f8bbcbee22145aec80cabb0027eb"
     8.027 D | Task "Net::Download(0x29146800730)" starting for the first time
     8.028 D | Downloading  "https://resources.download.minecraft.net/f6/f646271fcab59f35d80ce4834d853b35c56789a6"
     8.028 D | Task "Net::Download(0x29146801b70)" starting for the first time
     8.028 D | Downloading  "https://resources.download.minecraft.net/12/12ad9b74b454e7156d42154eabb8228820f485e7"
     8.033 D | Download succeeded: "https://resources.download.minecraft.net/c6/c6da4885630fe8f76f42b6930b938b3fbd080757"
     8.034 D | Task "Net::Download(0x29146802ef0)" starting for the first time
     8.034 D | Downloading  "https://resources.download.minecraft.net/32/32eb62df4ca42c3cbcc76fea1f8009a8da3628de"
     8.041 D | Download succeeded: "https://resources.download.minecraft.net/0e/0e6d00d4c3f24a4e86eace20e63283a7d409854f"
     8.042 D | Download succeeded: "https://resources.download.minecraft.net/0f/0f1b391091236dadf8ab0108185d450639e54879"
     8.042 D | Task "Net::Download(0x29146801930)" starting for the first time
     8.043 D | Downloading  "https://resources.download.minecraft.net/a7/a7ed72c3701d6174196d1d259d35cc2be301140d"
     8.043 D | Task "Net::Download(0x29146801ab0)" starting for the first time
     8.043 D | Downloading  "https://resources.download.minecraft.net/5e/5ed98b8375fd787baf19d7d434f0333a189ccb51"
     8.060 D | Download succeeded: "https://resources.download.minecraft.net/8c/8c5427b9b55d9cdc3910e5c608be4c70f83f90ea"
     8.061 D | Task "Net::Download(0x29146802a70)" starting for the first time
     8.061 D | Downloading  "https://resources.download.minecraft.net/24/2452c64a55eaef86bf1b668bb4d5f3b641cd8f25"
     8.068 D | Download succeeded: "https://resources.download.minecraft.net/12/12ad9b74b454e7156d42154eabb8228820f485e7"
     8.069 D | Download succeeded: "https://resources.download.minecraft.net/f6/f646271fcab59f35d80ce4834d853b35c56789a6"
     8.069 D | Task "Net::Download(0x29146801db0)" starting for the first time
     8.069 D | Downloading  "https://resources.download.minecraft.net/1d/1ddae4e8dfa605e27ec8278b3e312597b674437e"
     8.070 D | Task "Net::Download(0x29146802830)" starting for the first time
     8.070 D | Downloading  "https://resources.download.minecraft.net/9f/9f1708a6409d04370ec12d0add015b11abbd5371"
     8.076 D | Download succeeded: "https://resources.download.minecraft.net/32/32eb62df4ca42c3cbcc76fea1f8009a8da3628de"
     8.076 D | Task "Net::Download(0x291468007f0)" starting for the first time
     8.076 D | Downloading  "https://resources.download.minecraft.net/77/77a5d445ed9ee588846947ac3df63f84be6d569d"
     8.096 D | Download succeeded: "https://resources.download.minecraft.net/a7/a7ed72c3701d6174196d1d259d35cc2be301140d"
     8.097 D | Download succeeded: "https://resources.download.minecraft.net/5e/5ed98b8375fd787baf19d7d434f0333a189ccb51"
     8.097 D | Task "Net::Download(0x291468019f0)" starting for the first time
     8.097 D | Downloading  "https://resources.download.minecraft.net/f5/f57577fe6915175f9e4576e8d73ad4077a381433"
     8.097 D | Task "Net::Download(0x29146802530)" starting for the first time
     8.098 D | Downloading  "https://resources.download.minecraft.net/0b/0b29f5ce8c4c10fa4184e5d29244f3bc121468a0"
     8.102 D | Download succeeded: "https://resources.download.minecraft.net/24/2452c64a55eaef86bf1b668bb4d5f3b641cd8f25"
     8.102 D | Task "Net::Download(0x29146800eb0)" starting for the first time
     8.102 D | Downloading  "https://resources.download.minecraft.net/69/69ef2fe8d6a744689953fd692d0106b0b2d2a9ce"
     8.110 D | Download succeeded: "https://resources.download.minecraft.net/9f/9f1708a6409d04370ec12d0add015b11abbd5371"
     8.111 D | Download succeeded: "https://resources.download.minecraft.net/1d/1ddae4e8dfa605e27ec8278b3e312597b674437e"
     8.112 D | Task "Net::Download(0x29146802e30)" starting for the first time
     8.112 D | Downloading  "https://resources.download.minecraft.net/cd/cdb0293c5e2bdbda21798af4e61a4c171c8b1ec0"
     8.112 D | Task "Net::Download(0x29146801e70)" starting for the first time
     8.113 D | Downloading  "https://resources.download.minecraft.net/84/84556bac99c01ad006552cf5d96494817e9b1700"
     8.131 D | Download succeeded: "https://resources.download.minecraft.net/77/77a5d445ed9ee588846947ac3df63f84be6d569d"
     8.131 D | Task "Net::Download(0x29146800070)" starting for the first time
     8.131 D | Downloading  "https://resources.download.minecraft.net/71/71b5fc7aa050892f8c9a9ed2713cc1ad8874742a"
     8.137 D | Download succeeded: "https://resources.download.minecraft.net/f5/f57577fe6915175f9e4576e8d73ad4077a381433"
     8.138 D | Download succeeded: "https://resources.download.minecraft.net/0b/0b29f5ce8c4c10fa4184e5d29244f3bc121468a0"
     8.138 D | Task "Net::Download(0x291468022f0)" starting for the first time
     8.138 D | Downloading  "https://resources.download.minecraft.net/a5/a5b3f3cdda4d6e13629ccd0e2a38e1f06baa491a"
     8.138 D | Task "Net::Download(0x29146802230)" starting for the first time
     8.139 D | Downloading  "https://resources.download.minecraft.net/bc/bc2f6a5a1b6646eac1681b7414b098089aedf3c6"
     8.145 D | Download succeeded: "https://resources.download.minecraft.net/69/69ef2fe8d6a744689953fd692d0106b0b2d2a9ce"
     8.145 D | Task "Net::Download(0x291468008b0)" starting for the first time
     8.146 D | Downloading  "https://resources.download.minecraft.net/c2/c2e4001d9ae8fc1f066a914170faad4c45a84e1e"
     8.165 D | Download succeeded: "https://resources.download.minecraft.net/84/84556bac99c01ad006552cf5d96494817e9b1700"
     8.166 D | Download succeeded: "https://resources.download.minecraft.net/cd/cdb0293c5e2bdbda21798af4e61a4c171c8b1ec0"
     8.166 D | Task "Net::Download(0x29146801c30)" starting for the first time
     8.167 D | Downloading  "https://resources.download.minecraft.net/b6/b6a62224be809aa0c0747bee94499f0ee51ca2b6"
     8.167 D | Task "Net::Download(0x291468023b0)" starting for the first time
     8.167 D | Downloading  "https://resources.download.minecraft.net/3d/3d95ea49e91b4295859b193bb41b009b92250a44"
     8.171 D | Download succeeded: "https://resources.download.minecraft.net/71/71b5fc7aa050892f8c9a9ed2713cc1ad8874742a"
     8.171 D | Task "Net::Download(0x291468014b0)" starting for the first time
     8.172 D | Downloading  "https://resources.download.minecraft.net/4b/4ba55627b6b9ce64b4a48a00c990d5855b6064cf"
     8.179 D | Download succeeded: "https://resources.download.minecraft.net/bc/bc2f6a5a1b6646eac1681b7414b098089aedf3c6"
